customer_id,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,snapshot_date,credit_history_age
cus_0x5b20,24771.94,,,,,3,"mortgage loan, payday loan, debt consolidation loan",,12,11.77,,standard,238.37,,nm,,49.07806487822964,high_spent_large_value_payments,368.1003508545632,2024-12-01,
cus_0x5b22,,,,,,4,"personal loan, student loan, mortgage loan, debt consolidation loan",,1,9.28,,good,745.06,,no,,305.28166188873723,low_spent_medium_value_payments,488.82827787912936,2024-06-01,
cus_0x5b25,19280.89,,,,,5,"payday loan, personal loan, not specified, auto loan, credit-builder loan",,8,9.69,,standard,884.87,,yes,,150.46356236728204,unknown,242.42079223706412,2023-09-01,
cus_0x5b2a,142974.96,,,,,3,"debt consolidation loan, personal loan, home equity loan",,1850,0.2699999999999996,,good,443.62,,no,,1579.2409362986111,unknown,198.6586585676541,2023-05-01,
cus_0x5b37,9159.02,,,,,3,"home equity loan, student loan, personal loan",,15,8.6,,standard,1554.94,,yes,,94.52385453927431,low_spent_small_value_payments,262.11212239855837,2025-01-01,
cus_0x5b4e,35880.37,,,,,2,"debt consolidation loan, home equity loan",,0,7.119999999999999,,good,117.91,,no,,97.13152665801105,unknown,402.7219495018914,2023-04-01,
cus_0x5b62,31454.22,,,,,5,"home equity loan, debt consolidation loan, personal loan, mortgage loan, credit-builder loan",,22,18.63,,bad,1996.6,,yes,,47.517314427324635,high_spent_large_value_payments,312.91947062899794,2023-02-01,
cus_0x5b64,14982.0,,,,,2,"debt consolidation loan, home equity loan",,21,14.66,,standard,693.77,,yes,,125.85082055322802,low_spent_small_value_payments,253.33001853679198,2024-02-01,
cus_0x5b65,85248.15,,,,,2,"not specified, mortgage loan",,7,2.24,,good,1326.06,,no,,565.5127766570765,low_spent_large_value_payments,280.1548709207236,2024-07-01,
cus_0x5b70,83378.2,,,,,0,"",,8,2.86,,standard,401.7,,no,,91.18543434523956,high_spent_large_value_payments,814.4328989880937,2023-10-01,
cus_0x5b77,81431.96,,,,,2,"credit-builder loan, auto loan",,19,16.16,,standard,2352.06,,yes,,244.5154965581803,low_spent_large_value_payments,600.3351311613885,2024-10-01,
cus_0x5b7c,14179.49,,,,,3,"student loan, auto loan, personal loan",,2,3.62,,good,1362.09,,no,,45.4693658418984,low_spent_small_value_payments,350.2940968645102,2024-08-01,
cus_0x5b7d,14320.27,,,,,4,"payday loan, credit-builder loan, not specified, mortgage loan",,21,14.49,,bad,1482.09,,yes,,59.36611367545928,low_spent_medium_value_payments,248.99933832081157,2024-03-01,
cus_0x5b8,,,,,,2,"debt consolidation loan, payday loan",,10,8.5,,standard,180.38,,yes,,221.6754844440752,high_spent_medium_value_payments,515.5812254299484,2025-01-01,
cus_0x5b84,10207.5,,,,,3,"auto loan, credit-builder loan, home equity loan",,13,19.19,,standard,2419.86,,yes,,30.292297073947765,low_spent_large_value_payments,292.3409820258583,2023-08-01,
cus_0x5b8c,97536.09,,,,,2,"payday loan, mortgage loan",,8,1.91,,good,791.0,,nm,,729.8949137931756,low_spent_large_value_payments,266.63212781661605,2025-01-01,
cus_0x5b90,98992.92,,,,,2,"not specified, debt consolidation loan",,12,9.72,,unknown,441.72,,yes,,111.14709199025148,high_spent_medium_value_payments,718.7820039961467,2024-04-01,
cus_0x5ba1,45472.95,,,,,4,"debt consolidation loan, payday loan, personal loan, auto loan",,14,8.69,,bad,1814.78,,nm,,200.6691118202507,unknown,307.3463905749192,2023-10-01,
cus_0x5bac,34612.26,,,,,2,"auto loan, not specified",,7,7.48,,good,122.92,,no,,76.59655261649189,high_spent_small_value_payments,417.37491308642717,2024-06-01,
cus_0x5bb7,108172.29,,,,,2,"debt consolidation loan, home equity loan",,4,8.34,,good,539.59,,no,,443.1622017353155,high_spent_small_value_payments,379.9658672599929,2024-01-01,
cus_0x5bd2,70922.08,,,,,6,"home equity loan, student loan, credit-builder loan, mortgage loan, debt consolidation loan, not specified",,16,8.809999999999997,,bad,1801.3,,yes,,74.95218396373917,high_spent_medium_value_payments,213.08775452275245,2024-10-01,
cus_0x5bd8,24436.53,,,,,1,mortgage loan,,17,4.77,,standard,568.82,,no,,,high_spent_large_value_payments,385.47306970161765,2024-08-01,
cus_0x5bdb,7866.91,,,,,4,"payday loan, debt consolidation loan, mortgage loan, not specified",,2697,13.97,,unknown,1076.09,,yes,,,unknown,311.9382334129657,2024-01-01,
cus_0x5be5,150339.96,,,,,3,"home equity loan, student loan, debt consolidation loan",,2239,5.61,,good,674.6,,no,,1020.3408384478868,unknown,301.6108665613866,2024-06-01,
cus_0x5be7,32382.37,,,,,2,"home equity loan, mortgage loan",,17,12.3,,standard,626.47,,no,,40.481714437768716,high_spent_large_value_payments,456.797800716099,2024-04-01,
cus_0x5be9,125788.8,,,,,1,mortgage loan,,11,7.63,,unknown,1454.08,,no,,429.3062621776909,high_spent_medium_value_payments,818.7690666677103,2023-10-01,
cus_0x5bec,17164.13,,,,,3,"student loan, credit-builder loan, personal loan",,12,23.44,,standard,2186.43,,yes,,62.07954129362714,low_spent_medium_value_payments,314.666902662944,2024-06-01,
cus_0x5bf,9846.615,,,,,4,"personal loan, home equity loan, credit-builder loan, student loan",,17,1.55,,bad,4121.85,,yes,,22.769144946883912,low_spent_large_value_payments,296.6904277492341,2023-03-01,
cus_0x5bf0,66919.4,,,,,2,"payday loan, credit-builder loan",,9,16.369999999999994,,unknown,417.94,,yes,,445.3580507373405,low_spent_large_value_payments,186.41486504661884,2024-06-01,
cus_0x5bfc,9141.63,,,,,5,"debt consolidation loan, home equity loan, mortgage loan, student loan, not specified",,15,17.51,,bad,4769.85,,yes,,67.78202131715557,low_spent_medium_value_payments,270.82434562590885,2024-02-01,
cus_0x5bfe,11877.735,,,,,3,"not specified, student loan, home equity loan",,,9.64,,standard,172.91,,yes,,51.308481751728785,low_spent_medium_value_payments,278.2532936188404,2024-04-01,
cus_0x5bff,119113.71,,,,,2,"auto loan, personal loan",,3,5.85,,good,645.24,,no,,383.5088447697585,high_spent_medium_value_payments,696.1062084206296,2023-12-01,
cus_0x5c07,35694.33,,,,,4,"auto loan, personal loan, home equity loan, mortgage loan",,15,19.05,,standard,119.49,,yes,,229.40488439852365,low_spent_large_value_payments,274.93644850285284,2023-08-01,
cus_0x5c28,105565.65,,,,,1,not specified,,5,7.2,,unknown,440.91,,nm,,606.1593392369981,low_spent_large_value_payments,478.54554197436426,2024-06-01,
cus_0x5c2c,38894.06,,,,,4,"not specified, payday loan, auto loan, student loan",,22,21.29,,bad,3997.22,,nm,,390.5102907590769,low_spent_small_value_payments,271.85692863056016,2025-01-01,
cus_0x5c2d,73400.58,,,,,0,"",,7,-4.36,,good,1025.71,,no,,162.20356629585189,high_spent_small_value_payments,693.5679337041481,2023-11-01,
cus_0x5c2f,24879.05,,,,,2,"personal loan, credit-builder loan",,19,16.73,,standard,479.64,,yes,,152.5455930376207,low_spent_small_value_payments,296.87431606597147,2024-01-01,
cus_0x5c31,71498.38,,,,,0,"",,7,7.29,,good,972.14,,nm,,148.8002619003651,high_spent_medium_value_payments,711.2195714329683,2024-02-01,
cus_0x5c45,12044.89,,,,,0,"",,20,19.92,,standard,747.26,,yes,,31.98946751051494,unknown,353.58461582281836,2024-08-01,
cus_0x5c59,19662.27,,,,,1,auto loan,,9,2.58,,unknown,879.41,,no,,81.28477234519757,unknown,318.22232175473414,2024-02-01,
cus_0x5c60,19266.77,,,,,2,"home equity loan, auto loan",,12,2.4499999999999997,,standard,2397.32,,yes,,32.98571844011673,high_spent_large_value_payments,367.08910269652375,2023-03-01,
cus_0x5c65,94110.06,,,,,4,"mortgage loan, auto loan, credit-builder loan, home equity loan",,12,8.59,,good,1215.93,,no,,239.26594790103718,unknown,495.33450601613436,2024-06-01,
cus_0x5c66,98035.14,,,,,1,not specified,,12,2.99,,standard,157.62,,no,,294.78489733050566,high_spent_small_value_payments,723.038197691009,2023-07-01,
cus_0x5c67,38103.74,,,,,0,"",,9,4.74,,standard,129.64,,no,,33.98486427338268,high_spent_medium_value_payments,533.5463023932839,2024-02-01,
cus_0x5c68,44382.88,,,,,0,"",,18,11.08,,good,115.63,,no,,202.79685960453133,low_spent_large_value_payments,440.36047372880205,2023-11-01,
cus_0x5c6d,101238.57,,,,,3,"mortgage loan, personal loan, payday loan",,1,3.05,,good,816.04,,no,,150.25016212608108,high_spent_large_value_payments,737.0515255739763,2023-02-01,
cus_0x5c7d,7467.86,,,,,1,payday loan,,10,10.84,,unknown,1379.19,,yes,,87.64699197158093,low_spent_small_value_payments,256.13121703792063,2024-10-01,
cus_0x5c81,17497.83,,,,,3,"payday loan, mortgage loan, personal loan",,15,8.13,,unknown,2538.81,,yes,,37.79856394144042,low_spent_large_value_payments,329.212741150808,2024-03-01,
cus_0x5c87,1.3115381E7,,,,,4,"credit-builder loan, not specified, home equity loan, mortgage loan",,23,22.94,,bad,3026.97,,yes,,306.8360158299751,low_spent_large_value_payments,361.8217045012111,2024-06-01,
cus_0x5c89,8435.625,,,,,4,"mortgage loan, credit-builder loan, not specified, home equity loan",,15,16.54,,standard,1559.69,,yes,,46.70774048876055,low_spent_small_value_payments,299.559791636809,2024-04-01,
cus_0x5c90,125898.32,,,,,2,"credit-builder loan, not specified",,18,16.0,,standard,746.9,,yes,,415.1886967429185,high_spent_medium_value_payments,751.5370904843222,2024-04-01,
cus_0x5c94,20734.16,,,,,1,personal loan,,13,10.51,,standard,1344.19,,yes,,104.88424454964563,low_spent_medium_value_payments,360.94731264919403,2023-10-01,
cus_0x5c9f,19890.19,,,,,5,"auto loan, home equity loan, credit-builder loan, student loan, mortgage loan",,20,,,bad,3028.06,,yes,,132.84655521727785,low_spent_small_value_payments,256.37239135114464,2023-01-01,
cus_0x5ca1,34323.26,,,,,3,"student loan, auto loan, not specified",,4,9.94,,good,358.47,,no,,183.0638344204707,high_spent_small_value_payments,287.0612061390437,2023-06-01,
cus_0x5cb5,20081.52,,,,,1,debt consolidation loan,,15,9.11,,unknown,2468.95,,yes,,169.02921338516248,low_spent_small_value_payments,235.546775738548,2023-03-01,
cus_0x5cb6,11115.32,,,,,2,"credit-builder loan, student loan",,11,15.38,,standard,1138.26,,yes,,55.00765408700778,low_spent_medium_value_payments,257.9091587582674,2025-01-01,
cus_0x5cbb,106882.84,,,,,0,"",,19,10.88,,unknown,332.47,,yes,,64.51111299376386,high_spent_large_value_payments,1063.7792203395695,2023-10-01,
cus_0x5cc4,18859.53,,,,,2,"mortgage loan, auto loan",,22,12.49,,standard,2096.33,,yes,,91.86935679842549,low_spent_small_value_payments,333.7071202204238,2023-04-01,
cus_0x5cc5,72034.86,,,,,0,"",,18,13.76,,unknown,1030.69,,yes,,203.56673103261681,low_spent_small_value_payments,664.5237689673833,2023-07-01,
cus_0x5cc6,104917.74,,,,,2,"not specified, debt consolidation loan",,1,1.1,,unknown,460.58,,no,,368.7260085959545,high_spent_small_value_payments,569.9529910879472,2023-02-01,
cus_0x5cd2,39318.5,,,,,5,"credit-builder loan, personal loan, payday loan, not specified, debt consolidation loan",,22,25.03,,bad,3039.02,,yes,,104.85710502103771,high_spent_medium_value_payments,324.76921376365374,2024-11-01,
cus_0x5cd7,,,,,,0,"",,10,0.18999999999999995,,good,1263.18,,no,,162.17299074339152,high_spent_medium_value_payments,637.6431759232752,2023-05-01,
cus_0x5ce6,25198.19,,,,,3,"personal loan, debt consolidation loan, mortgage loan",,9,5.83,,standard,1261.93,,yes,,68.80344660096321,low_spent_medium_value_payments,397.34425229825837,2024-08-01,
cus_0x5cf2,,,,,,3,"payday loan, student loan, home equity loan",,15,8.65,,standard,136.13,,yes,,68.73204500957323,high_spent_large_value_payments,599.2186147145622,2023-11-01,
cus_0x5cff,24931.39,,,,,2,"credit-builder loan, home equity loan",,8,11.34,,standard,18.55,,nm,,54.279192988939066,unknown,378.7805513319969,2024-02-01,
cus_0x5d0c,52639.65,,,,,4,"debt consolidation loan, home equity loan, credit-builder loan, personal loan",,8,9.0,,standard,1477.09,,yes,,450.01997818224123,low_spent_small_value_payments,191.89030121575902,2024-01-01,
cus_0x5d0f,16287.14,,,,,2,"not specified, personal loan",,17,17.39,,standard,1802.72,,nm,,45.26796096885425,high_spent_medium_value_payments,293.9677333974525,2023-03-01,
cus_0x5d14,38387.94,,,,,6,"debt consolidation loan, payday loan, auto loan, student loan, home equity loan, credit-builder loan",,25,27.2,,bad,3862.45,,yes,,88.67521224880142,low_spent_large_value_payments,317.5813054440916,2025-01-01,
cus_0x5d29,75742.32,,,,,4,"debt consolidation loan, mortgage loan, not specified, payday loan",,25,-3.18,,bad,1513.12,,yes,,65.87682340702527,high_spent_large_value_payments,530.9212688050106,2024-08-01,
cus_0x5d34,69557.68,,,,,1,credit-builder loan,,21,9.4,,standard,503.35,,yes,,114.0658814121415,high_spent_medium_value_payments,645.6014533182532,2024-06-01,
cus_0x5d35,107449.74,,,,,4,"student loan, debt consolidation loan, credit-builder loan, payday loan",,20,17.03,,unknown,1218.49,,yes,,107.6344348934141,high_spent_large_value_payments,676.5394998877795,2023-04-01,
cus_0x5d36,29410.64,,,,,4,"credit-builder loan, not specified, auto loan, student loan",,20,0.85,,unknown,1830.01,,yes,,99.76868880004776,high_spent_medium_value_payments,310.5771111222487,2024-04-01,
cus_0x5d43,124296.27,,,,,2,"auto loan, debt consolidation loan",,12,8.44,,good,333.21,,no,,661.8750559692774,high_spent_small_value_payments,277.74005102567935,2024-04-01,
cus_0x5d46,36898.49,,,,,4,"not specified, student loan, credit-builder loan, auto loan",,11,11.27,,standard,328.45,,no,,,low_spent_small_value_payments,186.35334929259704,2023-10-01,
cus_0x5d4c,61314.12,,,,,2,"not specified, payday loan",,1,,,good,829.54,,no,,71.54109454812813,high_spent_large_value_payments,603.9879942519215,2023-02-01,
cus_0x5d4f,110398.13999999998,,,,,3,"mortgage loan, not specified, debt consolidation loan",,5,7.65,,unknown,901.05,,no,,188.8406274439877,high_spent_large_value_payments,784.6490843343591,2024-05-01,
cus_0x5d5,15067.08,,,,,4,"mortgage loan, student loan, home equity loan, payday loan",,16,23.81,,bad,3980.49,,yes,,171.02970013908399,low_spent_small_value_payments,208.86129955259395,2025-01-01,
cus_0x5d5c,43995.95,,,,,0,"",,9,0.83,,good,1233.56,,no,,150.49792743599025,low_spent_large_value_payments,462.7349892306763,2023-03-01,
cus_0x5d65,65500.84,,,,,3,"personal loan, auto loan, student loan",,13,4.26,,standard,1088.57,,no,,102.6279122233926,unknown,505.5453354700164,2023-05-01,
cus_0x5d67,39136.42,,,,,0,"",,0,12.29,,good,493.42,,no,,55.28382262094786,high_spent_medium_value_payments,545.9530107123854,2025-01-01,
cus_0x5d6a,66074.92,,,,,5,"not specified, home equity loan, debt consolidation loan, credit-builder loan, mortgage loan",,22,1.27,,bad,2057.22,,yes,,274.43648344747584,low_spent_small_value_payments,167.77999732862014,2025-01-01,
cus_0x5d75,114826.56,,,,,3,"student loan, personal loan, payday loan",,3,11.01,,good,202.11,,no,,71.1100532319072,high_spent_large_value_payments,870.1147436883316,2024-07-01,
cus_0x5d7e,,,,,,6,"student loan, payday loan, home equity loan, debt consolidation loan, credit-builder loan, mortgage loan",,17,5.79,,unknown,1751.87,,yes,,245.4632095198854,unknown,137.69121823260477,2024-10-01,
cus_0x5d9e,27706.71,,,,,2,"mortgage loan, debt consolidation loan",,14,10.49,,standard,204.35,,no,,163.62152244503562,low_spent_small_value_payments,318.8958947561813,2024-07-01,
cus_0x5da3,17271.525,,,,,1,debt consolidation loan,,18,4.74,,good,899.28,,no,,152.80522717685392,low_spent_small_value_payments,250.8097283688887,2024-03-01,
cus_0x5db1,25621.01,,,,,2,"home equity loan, payday loan",,10,6.37,,good,1336.73,,nm,,203.64385544382458,low_spent_small_value_payments,243.31785974985664,2024-04-01,
cus_0x5db2,9400.43,,,,,4,"debt consolidation loan, not specified, payday loan, auto loan",,17,28.9,,bad,4505.63,,yes,,80.14945156155541,low_spent_medium_value_payments,254.24876374175102,2024-02-01,
cus_0x5db7,122730.72,,,,,4,"mortgage loan, student loan, home equity loan, payday loan",,14,18.08,,standard,1040.93,,yes,,79.18493837748059,high_spent_large_value_payments,870.2188001271522,2023-10-01,
cus_0x5dc2,1.4120005E7,,,,,4,"debt consolidation loan, home equity loan, not specified, payday loan",,12,16.03,,standard,2519.74,,yes,,109.79658919404909,low_spent_medium_value_payments,282.6984579194367,2023-09-01,
cus_0x5dca,58510.3,,,,,0,"",,11,2.45,,standard,984.82,,no,,97.5842572977768,high_spent_small_value_payments,659.2015760355566,2024-02-01,
cus_0x5dd6,48302.48,,,,,1,payday loan,,16,7.55,,unknown,843.74,,yes,,150.81324041441724,high_spent_medium_value_payments,495.95875093891135,2023-07-01,
cus_0x5ddd,60061.64,,,,,5,"auto loan, credit-builder loan, debt consolidation loan, not specified, payday loan",,20,27.91,,bad,4771.2,,nm,,232.73831090164975,low_spent_large_value_payments,339.8890863730559,2024-07-01,
cus_0x5de2,21578.575,,,,,1,home equity loan,,1,6.55,,good,881.05,,no,,57.51967811688116,low_spent_small_value_payments,370.78756307925835,2023-08-01,
cus_0x5de6,1.7741279E7,,,,,0,"",,11,4.73,,good,355.92,,no,,112.68005371783545,low_spent_small_value_payments,328.05352961549784,2023-06-01,
cus_0x5df,130079.79,,,,,0,"",,3,9.05,,good,230.44,,nm,,265.75890311775794,high_spent_large_value_payments,1083.4393468822425,2023-12-01,
cus_0x5df5,14795.73,,,,,6,"student loan, payday loan, mortgage loan, not specified, auto loan, debt consolidation loan",,15,15.53,,unknown,3124.43,,yes,,98.16242753940969,low_spent_small_value_payments,229.29587441382782,2023-08-01,
cus_0x5df9,100188.84,,,,,2,"debt consolidation loan, not specified",,19,19.73,,standard,282.08,,yes,,583.8348941584873,low_spent_medium_value_payments,422.86825353593764,2025-01-01,
cus_0x5e00,61369.36,,,,,3,"auto loan, payday loan, not specified",,6,2.68,,good,1063.89,,nm,,238.7680126863234,low_spent_small_value_payments,412.4249632583062,2024-04-01,
cus_0x5e0d,38415.69,,,,,4,"home equity loan, mortgage loan, payday loan, not specified",,6,2.42,,good,565.02,,no,,91.55464918732132,high_spent_medium_value_payments,369.4357976908279,2024-08-01,
cus_0x5e0e,107304.42,,,,,0,"",,8,1.45,,unknown,1171.11,,nm,,561.8021581881887,low_spent_medium_value_payments,696.1296092511981,2023-08-01,
cus_0x5e17,19795.52,,,,,6,"mortgage loan, home equity loan, personal loan, payday loan, not specified, student loan",,21,22.79,,bad,3135.02,,yes,,176.07363706159992,low_spent_small_value_payments,149.71355888757637,2025-01-01,
cus_0x5e18,177723.8,,,,,2,"mortgage loan, student loan",,13,11.6,,unknown,1292.23,,no,,673.0091677548406,low_spent_medium_value_payments,515.5017429064353,2023-02-01,
cus_0x5e22,41435.26,,,,,4,"debt consolidation loan, student loan, payday loan, mortgage loan",,18,12.99,,bad,,,yes,,,low_spent_medium_value_payments,363.0349168264038,2023-05-01,
cus_0x5e28,87746.92,,,,,3,"payday loan, not specified, personal loan",,20,14.78,,standard,864.67,,nm,,347.09064692627345,high_spent_small_value_payments,501.1697972568929,2023-11-01,
cus_0x5e29,163851.12,,,,,2,"personal loan, home equity loan",,,10.39,,unknown,533.48,,no,,572.6937798695512,high_spent_medium_value_payments,919.7092834848784,2023-04-01,
cus_0x5e2d,20969.505,,,,,3,"home equity loan, not specified, mortgage loan",,10,7.27,,unknown,868.99,,no,,105.6383863911886,low_spent_small_value_payments,288.8981951362305,2023-07-01,
cus_0x5e33,14860.49,,,,,4,"mortgage loan, payday loan, credit-builder loan, auto loan",,19,7.13,,standard,2688.87,,yes,,81.21967493102264,low_spent_small_value_payments,317.7671956314715,2024-02-01,
cus_0x5e3c,36607.63,,,,,2,"not specified, credit-builder loan",,4,0.98,,good,836.46,,no,,294.82572301540904,low_spent_small_value_payments,248.42662844959247,2024-11-01,
cus_0x5e3e,29020.27,,,,,1,home equity loan,,7,8.29,,unknown,536.36,,no,,174.39391584246053,low_spent_small_value_payments,349.1142241919532,2023-12-01,
cus_0x5e43,8392.645,,,,,5,"personal loan, student loan, credit-builder loan, auto loan, not specified",,21,1.49,,bad,2947.57,,yes,,87.353351154752,low_spent_small_value_payments,260.2653750417138,2024-01-01,
cus_0x5e4e,14367.78,,,,,0,"",,2,8.05,,unknown,1104.44,,no,,20.32386008341362,high_spent_large_value_payments,321.2076399165864,2023-04-01,
cus_0x5e52,27983.07,,,,,2,"credit-builder loan, mortgage loan",,15,-1.6399999999999997,,standard,1015.21,,no,,171.64976021079198,high_spent_small_value_payments,293.74069966875635,2023-04-01,
cus_0x5e53,19742.24,,,,,4,"debt consolidation loan, mortgage loan, payday loan, credit-builder loan",,13,9.55,,standard,1373.49,,yes,,41.77613238600368,low_spent_large_value_payments,338.0515758005872,2024-05-01,
cus_0x5e59,15303.58,,,,,5,"mortgage loan, not specified, debt consolidation loan, personal loan, home equity loan",,15,5.8599999999999985,,unknown,1602.27,,yes,,26.446694795843392,high_spent_medium_value_payments,273.2418180566116,2024-11-01,
cus_0x5e6a,31762.34,,,,,2,"personal loan, auto loan",,12,0.51,,standard,175.33,,no,,151.51931372424386,unknown,344.2868928341128,2024-03-01,
cus_0x5e6b,72904.16,,,,,2,"auto loan, debt consolidation loan",,18,10.91,,unknown,748.11,,no,,155.92465982972146,high_spent_large_value_payments,650.4496572379453,2024-11-01,
cus_0x5e70,95849.16,,,,,0,"",,18,4.74,,standard,596.66,,no,,69.89215287304584,high_spent_large_value_payments,952.3508471269542,2023-10-01,
cus_0x5e7f,79413.04,,,,,2,"not specified, home equity loan",,20,11.83,,unknown,2367.11,,yes,,203.96495862379643,high_spent_medium_value_payments,506.5330717992583,2024-04-01,
cus_0x5e89,88348.8,,,,,0,"",,14,1.7,,standard,261.93,,yes,,288.0456058273882,high_spent_medium_value_payments,670.9943941726118,2024-03-01,
cus_0x5e8f,16608.8,,,,,5,"student loan, payday loan, mortgage loan, not specified, home equity loan",,3533,16.64,,bad,3103.97,,yes,,58.598272499866646,high_spent_small_value_payments,251.9406919607101,2023-11-01,
cus_0x5eae,114755.04,,,,,2,"debt consolidation loan, payday loan",,3,6.38,,unknown,1107.42,,no,,160.3871719341183,high_spent_medium_value_payments,935.0380863189787,2024-04-01,
cus_0x5eaf,76652.88,,,,,3,"personal loan, debt consolidation loan, not specified",,12,6.99,,standard,847.66,,yes,,,low_spent_small_value_payments,591.5169088072035,2024-06-01,
cus_0x5ec,16054.06,,,,,3,"payday loan, personal loan, not specified",,12,12.87,,standard,2457.58,,yes,,179.94332144392624,low_spent_small_value_payments,225.9144706002444,2023-02-01,
cus_0x5ec2,20560.13,,,,,3,"payday loan, mortgage loan, personal loan",,11,2.65,,unknown,475.64,,yes,,34.36146307213852,high_spent_medium_value_payments,338.34064730849616,2025-01-01,
cus_0x5ecb,9015.625,,,,,8,"not specified, payday loan, auto loan, home equity loan, credit-builder loan, debt consolidation loan, personal loan, student loan",,19,14.38,,bad,3664.04,,yes,,,low_spent_small_value_payments,198.9223325188857,2024-03-01,
cus_0x5ecf,31736.14,,,,,4,"debt consolidation loan, auto loan, home equity loan, credit-builder loan",,15,-0.77,,bad,2296.23,,yes,,115.53758933670954,low_spent_large_value_payments,314.48225153213735,2023-06-01,
cus_0x5ed2,9968.5,,,,,4,"personal loan, not specified, home equity loan, payday loan",,24,1.38,,bad,1756.54,,yes,,,low_spent_small_value_payments,301.40413933616964,2025-01-01,
cus_0x5edc,45488.94,,,,,5,"auto loan, home equity loan, payday loan, credit-builder loan, student loan",,12,7.77,,unknown,2241.07,,nm,,251.2807320349613,high_spent_small_value_payments,209.09688465404946,2025-01-01,
cus_0x5ee,9597.79,,,,,3,"home equity loan, credit-builder loan, debt consolidation loan",,10,11.42,,standard,289.1,,yes,,48.40489849741847,high_spent_small_value_payments,284.05919797972734,2024-09-01,
cus_0x5ee1,11892.72,,,,,1,home equity loan,,17,15.73,,standard,736.01,,yes,,81.77369241015788,low_spent_large_value_payments,278.32112530189016,2023-05-01,
cus_0x5ee7,92127.24,,,,,2,"not specified, credit-builder loan",,20,-4.75,,good,487.54,,no,,52.51875773118915,high_spent_large_value_payments,796.4922980079422,2023-10-01,
cus_0x5ef3,27559.56,,,,,3,"auto loan, payday loan, not specified",,18,11.69,,good,160.02,,no,,16.63503059496207,high_spent_large_value_payments,407.5604333044818,2023-04-01,
cus_0x5f02,49405.92,,,,,0,"",,9,10.51,,standard,1123.87,,yes,,140.32231067231734,high_spent_medium_value_payments,511.5936893276826,2023-01-01,
cus_0x5f05,35733.38,,,,,4,"mortgage loan, not specified, debt consolidation loan, student loan",,,27.75,,unknown,2704.05,,yes,,34.2503448352492,high_spent_medium_value_payments,332.73880320008726,2025-01-01,
cus_0x5f0e,,,,,,6,"debt consolidation loan, home equity loan, mortgage loan, not specified, personal loan, credit-builder loan",,16,4.55,,unknown,1332.6,,yes,,174.1655714921676,high_spent_medium_value_payments,425.5438956162192,2024-09-01,
cus_0x5f10,24238.03,,,,,1,credit-builder loan,,13,3.1,,standard,349.88,,no,,212.93118167070568,low_spent_small_value_payments,275.7573915189706,2023-01-01,
cus_0x5f21,95685.21,,,,,0,"",,10,2.28,,good,472.21,,no,,488.00350211903566,high_spent_small_value_payments,558.4732478809643,2023-03-01,
cus_0x5f2f,18083.015,,,,,1,mortgage loan,,,4.78,,good,796.31,,no,,124.4375545328503,unknown,375.8806823090738,2023-12-01,
cus_0x5f30,119024.04,,,,,4,"auto loan, mortgage loan, student loan, personal loan",,14,18.31,,unknown,774.89,,yes,,959.4287189492978,high_spent_medium_value_payments,707.6502436913962,2023-01-01,
cus_0x5f36,85915.31999999999,,,,,3,"credit-builder loan, mortgage loan, payday loan",,20,15.51,,standard,429.12,,yes,,271.11172435087866,high_spent_medium_value_payments,534.9678041768584,2023-03-01,
cus_0x5f43,29964.04,,,,,3,"not specified, auto loan, credit-builder loan",,14,5.73,,standard,116.39,,nm,,92.46913100509191,high_spent_medium_value_payments,337.0253630317313,2024-03-01,
cus_0x5f4f,9265.495,,,,,5,"personal loan, credit-builder loan, mortgage loan, student loan, auto loan",,16,24.66,,bad,4301.98,,yes,,82.02915350189494,low_spent_small_value_payments,227.38683930458296,2024-06-01,
cus_0x5f55,14295.47,,,,,6,"credit-builder loan, student loan, debt consolidation loan, payday loan, mortgage loan, home equity loan",,853,17.33,,unknown,4509.55,,yes,,95.81882387013918,low_spent_large_value_payments,257.72087409126937,2023-01-01,
cus_0x5f5a,66691.23,,,,,3,"home equity loan, not specified, student loan",,19,25.78,,standard,760.71,,yes,,382.53863017062446,low_spent_medium_value_payments,238.88367177011463,2023-08-01,
cus_0x5f64,31323.88,,,,,5,"debt consolidation loan, credit-builder loan, personal loan, auto loan, not specified",,19,1.69,,bad,1620.94,,yes,,45.31951212516692,high_spent_large_value_payments,303.47693312989355,2023-10-01,
cus_0x5f66,17417.6,,,,,6,"payday loan, auto loan, debt consolidation loan, mortgage loan, personal loan, student loan",,22,26.92,,bad,4837.96,,yes,,129.83744780846092,low_spent_medium_value_payments,233.67237501214402,2024-11-01,
cus_0x5f67,42266.3,,,,,3,"credit-builder loan, not specified, debt consolidation loan",,14,12.13,,standard,656.02,,yes,,284.3294496942823,low_spent_medium_value_payments,286.92745714699583,2024-06-01,
cus_0x5f6e,10358.88,,,,,4,"payday loan, personal loan, debt consolidation loan, credit-builder loan",,20,5.0299999999999985,,unknown,2501.08,,yes,,72.05054309455099,low_spent_large_value_payments,266.6007811303965,2024-06-01,
